asin,text,title,location_and_date,verified,rating,negative or positive,reviews,grade_bad,lang
B085B3D1XF,"Along with everything that was already written here (glued hard hair, hair falling down, the horrible chalk and the trouble to finally get the doll out of the box) there is not enough hair color! The chalk is not fixed to the thingy where it comes in and fell instantly from my daughters hand, which resulted in crying and frustration… the hair colors are cute and easy to use and the hair glitter is absolutely charming, my 5yo wanted to try it immediately on herself and what a disappointment the containers come practically EMPTY! So just enough to play with the sol one time. And not sure if there really is enough for a second playtime. I thought the item was defective or preciously opened because there was really not enough product available.  For the price I’d really not recommend it. And if it was only up to me the item would be going back. It’s only staying because it’s my daughters and she bought it with her own piggy bank money and she really loved it. But after 2 playtimes it is in a corner. And not so cherished anymore. For the same price you can get an awesome Barbie set…",A huge dissapointment,Reviewed in Germany 🇩🇪 on 18 September 2022,True,2.0,negative,along with everything that already writt her glued hard hair hair falling down the horribl chalk and the troubl to finally get the doll out of the box ther is not enough hair color the chalk is not fixed to the thingy wher it com and fell instantly from my daught hand which resulted crying and frustration the hair color are cut and easy to use and the hair glitt is absolutely charming my yo wanted to try it immediately on herself and what disappointment the contain com practically empty just enough to play with the sol one tim and not sur if ther really is enough for second playtim thought the item defectiv or preciously opened becaus ther really not enough product availabl for the pric really not recomm it and if it only up to me the item would be going back it only staying becaus it my daught and she bought it with her own piggy bank money and she really loved it but aft playtim it is corn and not cherished anymor for the sam pric you can get awesom barbi set hug dissapointment,0.0,en
B00NVDP3ZU,Likes:Has a box where lego pieces are storedManuals for building thingsLego Separator for hard stucked legosCreativity at most!,Kids loved it!,Reviewed in Germany 🇩🇪 on 12 September 2022,True,5.0,positive,lik has box wher lego piec are storedmanual for building thingslego separator for hard stucked legoscreativity at most kid loved it,1.0,en
B00NVDP3ZU,"I bought it for my daughter and she was very happy. When we started putting the train together, we were missing several pieces and we couldn't finish it, which was disappointing. Same thing with others. Some pieces are missing and you can't finish putting it together.",Missing pieces.,Reviewed in Germany 🇩🇪 on 29 April 2022,True,2.0,negative,bought it for my daught and she very happy when we started putting the train togeth we wer missing several piec and we couldn finish it which disappointing sam thing with oth som piec are missing and you can finish putting it togeth missing piec,0.0,en
B00S5R2KVM,"all the pieces of the game semm of good quality, and the catan will always be a guarantee of time well spent,  recommended",nice game,Reviewed in Germany on 23 August 2022,True,5.0,positive,all the piec of the gam semm of good quality and the catan always be guarante of tim well spent recommendednic gam,1.0,en
B09Q92Y92R,alles super toll und gut angekommen no Rücksendung,alle super toll,Reviewed in Germany 🇩🇪 on 14 October 2022,True,5.0,positive,toll soup gut gut angekomm no rucksendungall toll soup ,1.0,en
B09Q92Y92R,Super Ware,Super Ware,Reviewed in Germany 🇩🇪 on 27 November 2022,True,5.0,positive,sup waresup war,1.0,en
B09Q92Y92R,kein Kommentar,I got the wrong article. I wanted the Start Wars version.,Reviewed in Germany on 16 November 2022,True,1.0,negative,kommentari got the wrong articl wanted the start war version,0.0,en
B09WDYY2FZ,"Ein schönes Set vor allem wenn man wie ich nur die Hauptfiguren Asterix, Obelix und Idefix haben möchte die sonst nur noch ein einem rüden großen Set sindNur da Playmobil Figuren keine Nase haben fehlen diese schon bei den beiden ein bisschen, da die echten Figuren so lustige Knollnasen haben, aber Playmobil Figuren neunmal leider ohne Nase sind aber trotzdem ein schönes Set",Schöne Figuren denen irgendwie due Nasen etwas fehlen 😉,Reviewed in Germany 🇩🇪 on 28 July 2022,True,5.0,positive,Already set main character asterix obelix Idefix mocht rud big set set Sebnur playmobil figure nas miss both bite real figure funny Knollnas playmobil figure nine times sorry nas despite the Setschon figure the somewhere ,1.0,en
B0BBGSN529,"Only 88 packages came, the Box was cut from a side, clearly someone stole 12.The album was not ok even, a little broken on the edges.",12 envelopes MISSING,Reviewed in Germany 🇩🇪 on 22 September 2022,True,1.0,negative,only packag cam the box cut from sid clearly someon stol the album not ok even littl brok on the edg envelop missing,0.0,en
B0BBGSN529,The media could not be loaded.,Pésoma condicion de embalaje,Reviewed in Spain 🇪🇸 on 24 October 2022,True,1.0,negative,the media could not be loaded pésoma condicion de embalaj,0.0,en
B08G4GPS3P,Good price and fast delivery. Excellent gift for my nephew,Great value for money,Reviewed in Germany 🇩🇪 on 22 November 2022,True,5.0,positive,good pric and fast delivery excellent gift for my nephewgreat valu for money,1.0,en
B09BNW34YN,Das Modell ist sehr dem Orginal nachgebaut! Das finde ich echt toll 👍,Echt super!,Reviewed in Germany on 15 September 2022,True,5.0,positive,modell orginal nachgebaut find echt toll echt sup,1.0,en
B09QFN2DYJ,Great for Harry Potter fans!11 teay old kid went bonkers over this set!,Great for Harry Potter fans!,Reviewed in Germany on 16 November 2022,True,5.0,positive,great for harry pott fan teay old kid went bonk over this set great for harry pott fan,1.0,en
B09P4BKWPL,"Very good quality set. This is adorable.Beware of the advent calendar instructions inside the foldout backdrop. It shows everything that's inside. I'm a little bummed because I was putting the cardboard foldout backdrop together and my daughter saw some of the items 😢 If I had known it was in there like that, I would have hid it better",Great item,Reviewed in the United States 🇺🇸 on 28 November 2022,True,5.0,positive,very good quality set this is adorabl bewar of the advent calendar instruction insid the foldout backdrop it shows everything that insid littl bummed becaus putting the cardboard foldout backdrop togeth and my daught saw som of the item if had known it ther lik that would hav hid it bettergreat item,1.0,en
B08N6YJFZW,The toy like all the Law Patrol toys is very good quality. Options of playing are limited but for huge Paw Patrol fan is excellent. Everything how described. We bought an option box and it was great because they toys is cheaper but in excellent condition. I wish to find more offers like that.,We like it!,Reviewed in Germany 🇩🇪 on 19 September 2022,True,5.0,positive,the toy lik all the law patrol toys is very good quality option of playing are limited but for hug paw patrol fan is excellent everything how described we bought option box and it great becaus they toys is cheap but excellent condition wish to find mor off lik that we lik it,1.0,en
B09BNXCL7N,My 4 years-old son love it. It can be a monster truck or a dragster. Both are nice. I personnaly prefer the Monster truck version,great!,Reviewed in Germany 🇩🇪 on 26 November 2022,True,5.0,positive,my year old son lov it it can be monst truck or drag both are nic personnaly pref the monst truck versiongreat,1.0,en
B09BNXCL7N,My son is very happy :),Cool toy!,Reviewed in Germany 🇩🇪 on 28 September 2022,True,5.0,positive,my son is very happy cool toy,1.0,en
B09BNX9FLF,"Zustellung erfolgte im Briefkasten..... Nach dem Motto ""Was nicht passt, wird passend gemacht!""","Battle Pack Top, Lieferung FLOP!!!",Reviewed in Germany 🇩🇪 on 13 July 2022,True,2.0,negative,Delivery carried out letter box motto fits fits battl pack top delivery flop ,0.0,en
B09BNX9FLF,The product was fine but it had been squashed into the outer packaging and the lego box was very battered because of this which doesn't look very presentable as it is a gift. Two stars given. because of this not because of the item itself.,Poor packaging,Reviewed in the United Kingdom 🇬🇧 on 29 November 2022,True,2.0,negative,the product fin but it had been squashed into the out packaging and the lego box very battered becaus of this which doesn look very presentabl as it is gift two star giv becaus of this not becaus of the item itself poor packaging,0.0,en
B09BNW4F85,Product itself is greatt. But the delivery let us down. The box has totally smashed when we received it. I was planning to give it as a present to someone specifical. Disappointed.,Disappointed by the delivery,Reviewed in the United Kingdom 🇬🇧 on 3 October 2022,True,2.0,negative,product itself is greatt but the delivery let us down the box has totally smashed when we received it planning to giv it as present to someon specifical disappointed disappointed by the delivery,0.0,en
B0017IVG4S,Die originalen Schienen von Brio sind einfach die Besten.,Qualität vom Original,Reviewed in Germany on 23 October 2022,True,5.0,positive,original schien brio einfach best qualitat original,1.0,en
B0017IVG4S,Top,Top,Reviewed in Germany on 15 June 2022,True,5.0,positive,toptop,1.0,en
B0017IVG4S,"The track parts were broken in several corners, we had to sand them to get rid of the splinters. Some parts also don't fit together, it's like they were cut for different sizes.",Not very good quality,Reviewed in Germany 🇩🇪 on 23 April 2022,True,2.0,negative,the track part wer brok several corn we had to sand them to get rid of the splint som part don fit togeth it lik they wer cut for different siz not very good quality,0.0,en
B08VF33WQ1,The item arrived but had to be returned as it was in German not English...there was nothing in the description to say it wasn't English... !!,Winnie the pooh,Reviewed in the United Kingdom on 28 January 2022,True,2.0,negative,the item arrived but had to be returned as it german not english ther nothing the description to say it wasn english winni the pooh,0.0,en
B09FPKX5Z8,"After buying this as a gift for a friend of my son‘s (2 years old) i bought it 2 more times afterwards and I’m really happy with the quality and functionality. I did not expect much from it initially, but it really surprised me. Very nice for doodling without creating a mess or a lot of paper waste. Great for traveling as well.",Pleasantly surprised,Reviewed in Germany on 30 October 2022,True,5.0,positive,aft buying this as gift for friend of my son year old bought it mor tim afterward and really happy with the quality and functionality did not expect much from it initially but it really surprised me very nic for doodling without creating mess or lot of pap wast great for traveling as well pleasantly surprised,1.0,en
B09FPKX5Z8,The pencil holder broke after less than 1 month. Disappointed of this as our son loves to play with it and draw during longer car trips,Already broke,Reviewed in Germany 🇩🇪 on 20 November 2022,True,2.0,negative,the pencil hold brok aft less than month disappointed of this as our son lov to play with it and draw during long car tripsalready brok,0.0,en
B07MTBZ18T,Wie jeder Tonie. Super.,Mein Sohn liebt es,Reviewed in Germany 🇩🇪 on 10 June 2022,True,5.0,positive,toni sup sohn liebt,1.0,en
B00ZRD99C0,"All good, good light ball easy to grab",Perfect,Reviewed in Germany 🇩🇪 on 25 October 2022,True,5.0,positive,all good good light ball easy to grabperfect,1.0,en
B09BNW4L4R,"The Lego set/product itself is ok, but looks like with packaging and shipping things are going very sad.The parcel/box arrived wrinkled and torn. With the same success, the seller could send the goods in a plastic bag.",The parcel/box arrived wrinkled and torn,Reviewed in Germany 🇩🇪 on 18 February 2022,True,2.0,negative,the lego set product itself is ok but look lik with packaging and shipping thing are going very sad the parcel box arrived wrinkled and torn with the sam success the sell could send the good plastic bag the parcel box arrived wrinkled and torn,0.0,en
B09BNW4L4R,Bought this over 30 days ago for my sons birthday today and there is a vital piece missing,Missing a vital piece,Reviewed in the United Kingdom 🇬🇧 on 26 August 2022,True,1.0,negative,bought this over days ago for my son birthday today and ther is vital piec missingmissing vital piec,0.0,en
B085L9FT7C,One broke too soon but the other is still intact. All the kids and also the parents loved it. I will purchase it again for the next birthday party!,All the kids loved it!,Reviewed in Germany 🇩🇪 on 3 November 2022,True,5.0,positive,one brok too soon but the oth is still intact all the kid and the parent loved it purchas it again for the next birthday party all the kid loved it,1.0,en
B06XXNCL9S,Unser Sohn hört den Tonie sehr gerne und viel.Er hat einen tollen und Informativen Inhalt und ist leicht zu verstehen.,Toller und informativer Tonie,Reviewed in Germany 🇩🇪 on 13 November 2022,True,5.0,positive,sohn hort toni gern toll informativ inhalt leicht versteh toll informativ toni,1.0,en
B06XXNCL9S,"Mein Sohn liebt diesen Tonie, generell die Tonies von WasIstWas, die süss gemacht und informativ sind wie z.B.auch der mit den Dinos.Kann man nur empfehlen.",Toller Tonie für Wal Fans,Reviewed in Germany 🇩🇪 on 5 October 2022,True,5.0,positive,sohn liebt toni generell toni wasistwas suss gemacht informativ dinos empfehl toll toni wal fan,1.0,en
B06XXNCL9S,Super,super Ware,Reviewed in Germany 🇩🇪 on 22 September 2022,True,5.0,positive,supersup war,1.0,en
B06XXNCL9S,The tonies are in German! I specifically ordered on co.uk to get english stories. This is not mentioned anywhere. Otherwise we are huge fans of the toniebox. It is amazing.,these tonies are in German...,Reviewed in the United Kingdom on 25 March 2019,True,2.0,negative,the toni are german specifically ordered on co uk to get english stori this is not mentioned anywh otherwis we are hug fan of the toniebox it is amazing thes toni are german,0.0,en
B09BNSRCVK,Good purchase! I recommend it! Parts are holding tight! So far(2 months) nothing positive to say about it.,Product as appears as advertised!,Reviewed in Germany 🇩🇪 on 16 September 2022,True,5.0,positive,good purchas recomm it part are holding tight far month nothing positiv to say about it product as appear as advertised,1.0,en
B09BNSRCVK,"these things do not float!! how hard is it to make a plastic toy that floats?? all toys are empty inside and take water through several holes, located mostly at the top of each toy.i wish i could return it, but i don't have the original wrapping anymore. waste of money!",WASTE OF MONEY!!,Reviewed in Germany 🇩🇪 on 15 February 2022,True,1.0,negative,thes thing do not float how hard is it to mak plastic toy that float all toys are empty insid and tak wat through several hol located mostly at the top of each toy wish could return it but don hav the original wrapping anymor wast of money wast of money,0.0,en
B009NFGI5Y,"The game is just ok, the letter tiles are hollow in the back and the tile holders are cheap light plastic.Not a fan!",Rules in FRENCH,Reviewed in Germany on 10 August 2022,True,2.0,negative,the gam is just ok the lett til are hollow the back and the til hold are cheap light plastic not fan rul french,0.0,en
B08756F586,Top,Top,Reviewed in Germany 🇩🇪 on 22 October 2022,True,5.0,positive,toptop,1.0,en
B08756F586,Schöne Figur und eine gute Tonqualität.,Tonies 4 ever,Reviewed in Germany 🇩🇪 on 25 September 2022,True,5.0,positive,schon figur gut tonqualitat toni ever,1.0,en
B09BNZXG6W,"Wow, gar nicht gedacht das dieses Schiff so lange und breit wird. Tolle Details und ein Muss für alle Fans, exklusive Figuren und aktuell Preislich ~45 gerechtfertigt.",Ein Riesenschiff mit den Charakteren aus Book of Boba Fett,Reviewed in Germany on 29 November 2022,True,5.0,positive,wow gar gedacht schiff lang breit toll detail fan exklusiv figur aktuell preislich gerechtfertigt riesenschiff charakt book of boba fett,1.0,en
B077HYWCLV,I love this game! Bought it for a family Christmas present! One must play with a bit of strategy and a bit of luck in the draw! Great for the whole family!,Hours of fun!,Reviewed in Germany 🇩🇪 on 24 November 2022,True,5.0,positive,lov this gam bought it for family christmas present one must play with bit of strategy and bit of luck the draw great for the whol family hour of fun,1.0,en
B077J2B4M6,Schöne farben und tolle Funktionen. Gerne wieder.,Super,Reviewed in Germany 🇩🇪 on 8 November 2022,True,5.0,positive,schon farb toll funktion gern sup,1.0,en
B074VZHN29,Es ist herrlich zu zu hörten,Es ist super,Reviewed in Germany 🇩🇪 on 26 June 2022,True,5.0,positive,herrlich hort sup,1.0,en
B074VZHN29,hahahah nach den aufputschliedern geht auch schon der psycho-laber-podcast einiger kinder über alpträume los 😱 naja dann gute nacht… 💤👹,psycho maus,Reviewed in Germany 🇩🇪 on 17 November 2022,True,2.0,negative,Hahahah stimulant is already going psycho lab podcast child nightmare los well good night psycho mouse ,0.0,en
B079Z63G1F,We are really disappointed because this railway set cannot be combined with the other Lego City Train set just with one which is on the box ( 60198). You can build just one truck and cannot use your creativity. This is pity.,Cannot combine with the other Lego City Railways,Reviewed in Germany on 2 August 2021,True,2.0,negative,we are really disappointed becaus this railway set can not be combined with the oth lego city train set just with one which is on the box you can build just one truck and can not use your creativity this is pity can not combin with the oth lego city railways,0.0,en
B09BNT33L5,My son loved this Lego,Loved it,Reviewed in Germany on 12 November 2022,True,5.0,positive,my son loved this legoloved it,1.0,en
B09BNT33L5,schönes set. im angebot wars preislich okay für mich.,alles bestens,Reviewed in Germany on 27 June 2022,True,5.0,positive,schon set angebot war preislich okay best,1.0,en
B09BNT33L5,This comes with missing parts/bricks,Missing parts,Reviewed in the United Kingdom on 19 September 2022,True,2.0,negative,this com with missing part bricksmissing part,0.0,en
B07B47Y6FJ,"I brought these puzzles for my grandchildren for Xmas , they arrived as you can see with a sticker right across the picture showing the puzzle, not impressed a little more care please",Sticker covering the contents picture,Reviewed in the United Kingdom 🇬🇧 on 7 December 2018,True,2.0,negative,brought thes puzzl for my grandchildr for xmas they arrived as you can see with stick right across the pictur showing the puzzl not impressed littl mor car pleasestick covering the content pictur,0.0,en
B07FNN147J,"I really enjoyed building the miniature buildings, such a great set!",great set as always from lego,Reviewed in Germany 🇩🇪 on 15 October 2022,True,5.0,positive,really enjoyed building the miniatur building such great set great set as always from lego,1.0,en
B07FNN147J,"We have had Lego in our house for 10yrs. My son had fallen in love with the architecture boxes. Not cheap by any means. But suitable for his age.  He has over the last few months spaced out the builds. They are displayed where no one touches them. But they have split, cracked, fallen apart. I tried calling Lego but no-one has come back to me. Shocking and a waste of £100s. We've no small children. Noone who touches them, yet all different sets but happened to each. I won't be buying again and highly recommend you don't waste your money",Broken and cracked,Reviewed in the United Kingdom 🇬🇧 on 25 July 2022,True,1.0,negative,we hav had lego our hous for yrs my son had fall lov with the architectur box not cheap by any mean but suitabl for his age he has over the last few month spaced out the build they are displayed wher no one touch them but they hav split cracked fall apart tried calling lego but no one has com back to me shocking and wast of we ve no small childr noon who touch them yet all different set but happened to each won be buying again and highly recomm you don wast your moneybrok and cracked,0.0,en
B001CFFD8G,top Ware & super Service,top Ware & super Service,Reviewed in Germany 🇩🇪 on 24 November 2022,True,5.0,positive,top war sup servicetop war sup servic,1.0,en
B001CFFD8G,Premium quality. The perfect product for kniffel at home,The Premium home set,Reviewed in Germany 🇩🇪 on 29 October 2022,True,5.0,positive,premium quality the perfect product for kniffel at hometh premium hom set,1.0,en
B001CFFD8G,Das Spiel macht sehr viel Spaß aber die Qualität ist eine Frechheit. Nach knapp über 2 Jahren löst sich der Becher auf.,Tolles Spiel aber schlechte Qualität,Reviewed in Germany on 20 November 2022,True,2.0,negative,spiel macht spass qualitat frechheit knapp jahr lost bech toll spiel schlecht qualitat,0.0,en
B09171Y3RV,my 6 years old granddaughter loved it she said it was the best gift i gave her it had everything she needed to be a detective,the best,Reviewed in Germany on 14 March 2022,True,5.0,positive,my year old granddaught loved it she said it the best gift gav her it had everything she needed to be detectiveth best,1.0,en
B09171Y3RV,"Would not recommended to anyone, pathetic product",Pathetic product,Reviewed in Germany on 4 September 2022,True,1.0,negative,would not recommended to anyon pathetic productpathetic product,0.0,en
B075R7HN9R,Sehr gut,Ist top,Reviewed in Germany 🇩🇪 on 28 September 2022,True,5.0,positive,gutist top,1.0,en
B075R7HN9R,"I bought this item only after seeing and trying another product under the same brand ""Condis"" in my kid's kindergarten. While the make and feel is inferior to the genuine magformers, I thought I get what I pay, given the price was materially lower.I was totally unimpressed by the first look at the product - all the parts were simply put in a flimsy box that I would not dare presenting as a gift. While it is stated that there are 95 parts, 42 of those are mere thin plastic pieces with printed letters, numbers and mathematical signs, and 8 are the parts of the ferris wheel. In summary, there were only 45 magnetic parts.At least two magnetic parts had cracks and with a usual child play it would not take much time till a few more are cracked, some broken and magnets falling out. For a 3-year old there will be a risk of swallowing or sticking in a nose.I was puzzled how on earth out of total 1945 reviews there were only 12 critical ones with 1 or 2 stars (total 2%).Very frustrated, the product definitely goes back.",Very dissatisfied with the perceived quality and safety,Reviewed in Germany on 17 March 2021,True,1.0,negative,bought this item only aft seeing and trying anoth product und the sam brand condis my kid kindergart whil the mak and feel is inferior to the genuin magform thought get what pay giv the pric materially low totally unimpressed by the first look at the product all the part wer simply put flimsy box that would not dar presenting as gift whil it is stated that ther are part of thos are mer thin plastic piec with printed lett numb and mathematical sign and are the part of the ferris wheel summary ther wer only magnetic part at least two magnetic part had crack and with usual child play it would not tak much tim till few mor are cracked som brok and magnet falling out for year old ther be risk of swallowing or sticking nos puzzled how on earth out of total reviews ther wer only critical ones with or star total very frustrated the product definitely goes back very dissatisfied with the perceived quality and safety,0.0,en
B071VM26N6,"I had it for some time and is very practical. My 4 year old child use it in the kindergarten and she love it!Is easy to use it, and i think is the most complete bottles that i found. It has accesories that make it more useful. I totally recommend it. The warm water conserve the temperature for long periods of time.",Very good product!,Reviewed in Germany on 15 November 2022,True,5.0,positive,had it for som tim and is very practical my year old child use it the kindergart and she lov it is easy to use it and think is the most complet bottl that found it has accesori that mak it mor useful totally recomm it the warm wat conserv the temperatur for long period of tim very good product,1.0,en
B08P1YZD91,Tolles Produkt.  Mein Sohn hat sich über die Action Figur sehr gefreut . Ist bis heute immer noch im top Zustand,Cooles Spielzeug,Reviewed in Germany 🇩🇪 on 18 June 2022,True,5.0,positive,Great product son action figure happy today IM TOP conditioncool toys ,1.0,en
B09BNWJRJ3,Tolles Spielzeug. Unser Sohn findet den Drachen mega. Original Lego. Alles somit supee,"Echte Lego wäre, wie immer gut",Reviewed in Germany on 4 September 2022,True,5.0,positive,toll spielzeug sohn findet drach mega original lego somit supeeecht lego war imm gut,1.0,en
B07KQRB2N8,"The product photo on the packaging shows a natural-looking dark red Playdoh, which is what you would expect for a pizza oven (tomatoes, pepperoni, etc.).The provided colors are NOT natural however! The red is more like a luminous, neon pink. This means any pizzas you make with this set look fundamentally unrealistic.This is false advertising and there was a time where such a thing was simply not allowed. Nowadays it is normal…",Very misleading colors,Reviewed in Germany on 6 September 2022,True,2.0,negative,the product photo on the packaging shows natural looking dark red playdoh which is what you would expect for pizza oven tomato pepperoni etc the provided color are not natural howev the red is mor lik luminous neon pink this mean any pizzas you mak with this set look fundamentally unrealistic this is fals advertising and ther tim wher such thing simply not allowed nowadays it is normal very misleading color,0.0,en
B00HVAK43A,Simple rules for a 5 and 3 year old to understand. We have so much fun playing this as a family.,So much fun,Reviewed in Germany 🇩🇪 on 28 October 2022,True,5.0,positive,simpl rul for and year old to understand we hav much fun playing this as family much fun,1.0,en
B09QFPYX34,kein Kommentar,The seal is opened!!! disappointed!,Reviewed in Japan 🇯🇵 on 11 October 2022,True,1.0,negative,kommentarth seal is opened disappointed,0.0,en
B09J8FFWGX,"I haven't  opened it up yet because it is  Christmas present, but I'm  sure it'll  be great!",Great gift.,Reviewed in Germany 🇩🇪 on 4 November 2022,True,5.0,positive,hav opened it up yet becaus it is christmas present but sur it ll be great great gift,1.0,en
B00V8LMRDI,"Do not buy if you have a cat or a dog. They will stimulate crawling much better, and the toy will be totally useless",Boring,Reviewed in Germany on 27 November 2022,True,2.0,negative,do not buy if you hav cat or dog they stimulat crawling much bett and the toy be totally uselessboring,0.0,en
B09QG4312T,"Guten Tag. Sehr gutes Angebot für einen schönen ninjago Auto, mache ich gerne spontan Spaß und baue gerne ein Auto.... LG Alessandro Roeski",Ninjago coolste Auto,Reviewed in Germany 🇩🇪 on 9 November 2022,True,5.0,positive,gut tag gut angebot schon ninjago auto mach gern spontan spass bau gern auto lg alessandro roeskininjago cool auto,1.0,en
B0813S3V4G,Offered as a gift for an adult. The person was thrilled.,Perfect for a gift,Reviewed in Germany on 19 August 2022,True,5.0,positive,offered as gift for adult the person thrilled perfect for gift,1.0,en
B09RP9H7YS,christmas present,perfect,Reviewed in the United States on 17 November 2022,True,5.0,positive,christmas presentperfect,1.0,en
B09RP9H7YS,"Not in packaging, shipping label stuck directly onto items box - Great for kids santa present! What genius thought that would be a good idea?","Not in packaging, shipping label stuck directly onto items box - Great for kids santa present!",Reviewed in the United Kingdom 🇬🇧 on 28 November 2022,True,1.0,negative,not packaging shipping label stuck directly onto item box great for kid santa present what genius thought that would be good idea not packaging shipping label stuck directly onto item box great for kid santa present,0.0,en
B09RP9H7YS,"Very good price with very fast delivery. But oh dear no outside box to protect gift and all labels stuck onto gift. If you are saving cardboard then use easy peel labels. Not rocket science is it, just think.",Left in porch not signed for!!!!!!!!,Reviewed in the United Kingdom 🇬🇧 on 1 November 2022,True,1.0,negative,very good pric with very fast delivery but oh dear no outsid box to protect gift and all label stuck onto gift if you are saving cardboard then use easy peel label not rocket scienc is it just think left porch not signed for,0.0,en
B09RP9H7YS,I don’t like that its so small and on the photo it looks more bigger then in real life,When my daughter used it she cannot see anything what it has to be more taller,Reviewed in Canada 🇨🇦 on 6 November 2022,True,1.0,negative,don lik that its small and on the photo it look mor bigg then real lifewh my daught used it she can not see anything what it has to be mor tall,0.0,en
B082WDQHZQ,Definitely value for money but I think most Lego are because they can’t use it for so much moreAnd who don’t remember Mario and you can make your set so much bigger which the sets that match,Perfect game and construction Lego for kids(and adults),Reviewed in Germany on 18 November 2022,True,5.0,positive,definitely valu for money but think most lego are becaus they can use it for much moreand who don rememb mario and you can mak your set much bigg which the set that matchperfect gam and construction lego for kid and adult,1.0,en
B083YMNV8W,"The microscope comes with everything a child needs to feel like a little (or big) Scientist and Explorer. My niece (7 years) immediately started to discover what's around her with it and was amazed by what she saw. A clear recommendation if you want to spark the love of exploring in children and to support them understand that there is always much more than the eyes can see, so that they are fascinated from the little things around them.",My Niece loved it.,Reviewed in Germany on 26 August 2022,True,5.0,positive,the microscop com with everything child need to feel lik littl or big scientist and explor my niec year immediately started to discov what around her with it and amazed by what she saw clear recommendation if you want to spark the lov of exploring childr and to support them understand that ther is always much mor than the eyes can see that they are fascinated from the littl thing around them my niec loved it,1.0,en
B08KDMWHLV,Ich bin ein großer Fan von Hidden Games und kann es nur weiterempfehlen!,Super wie immer!,Reviewed in Germany 🇩🇪 on 16 October 2022,True,5.0,positive,gross fan hidd gam weiterempfehl sup imm,1.0,en
B09PB5VH3H,"Bought as a present for the 6th birthday for a little girl. Considering the fact that she has a lot of toys and that is very hard to find something special to buy, I am glad that she liked it very much. I think that it is a bit too expensive considering that you don't get a lot of extra accessories with the doll. Value for money is 4 stars, can't say anything about the durability since it has only been a few days.",Bought as a present for the 6th birthday,Reviewed in Germany on 28 April 2022,True,5.0,positive,bought as present for the th birthday for littl girl considering the fact that she has lot of toys and that is very hard to find something special to buy glad that she liked it very much think that it is bit too expensiv considering that you don get lot of extra accessori with the doll valu for money is star can say anything about the durability sinc it has only been few days bought as present for the th birthday,1.0,en
B09BNX79CM,"Super Qualität und eine Mega Idee, mein Sohn ist begeistert, statt auf dem Computer oder Handy Minecraft zu zocken kann er jetzt seine Kreativität mit Lego aus üben.",Lego halt!,Reviewed in Germany 🇩🇪 on 25 November 2022,True,5.0,positive,SUP QUALITY MEGA SOHN BEGEISTER STATT COMPUTE HANDY MINECRAFT ZOCK KREATIVITY LEGO LEGO HALT ,1.0,en
B09BNX79CM,"Super schön, wieder mal zufrieden.",Lego Minecraft,Reviewed in Germany 🇩🇪 on 27 October 2022,True,5.0,positive,sup schon mal zufried lego minecraft,1.0,en
B08X4RWTL7,"Really difficult to get this to get certain bits to stick together , my daughter gave up",Difficult yo put together,Reviewed in the United Kingdom on 15 July 2022,True,2.0,negative,really difficult to get this to get certain bit to stick togeth my daught gav updifficult yo put togeth,0.0,en
B08X4RWTL7,"We have got to piece number 19 and have two missing pieces, 20 & 21! Can’t apply for a refund because it’s been more than 30 days, we would like a replacement or at least the missing parts but can’t see how to do that?",Missing pieces,Reviewed in the United Kingdom on 29 May 2022,True,1.0,negative,we hav got to piec numb and hav two missing piec can apply for refund becaus it been mor than days we would lik replacement or at least the missing part but can see how to do that missing piec,0.0,en
B09QFWN686,kein Kommentar,Would of been a great Gift if amazon check item before packing  badly damaged box ungiftable.,Reviewed in the United Kingdom on 28 June 2022,True,2.0,negative,kommentarwould of been great gift if amazon check item befor packing badly damaged box ungiftabl,0.0,en
B09QFWN686,Don’t purchase. Missing pieces. Buy directly from Lego. This was a present and I’m not pleased in the slightest.,Missing pieces,Reviewed in the United Kingdom on 24 September 2022,True,1.0,negative,don purchas missing piec buy directly from lego this present and not pleased the slight missing piec,0.0,en
B09BNWXDXH,Fun to build. Definitely worth money. Nice concept and a lot of fun to play with after building. The tracks slip on some surfaces.,Top concept,Reviewed in Germany 🇩🇪 on 10 November 2022,True,5.0,positive,fun to build definitely worth money nic concept and lot of fun to play with aft building the track slip on som surfac top concept,1.0,en
B09BNWXDXH,all good and fine but remote controlling a vehicle via no feedback phone screen is horrible.lego give us a simple bluetooth remoteor allow via software to pair normal controllersthen app would make sense to set it up and settingsfor remote controlling a vehicle app on phone is a stupod idea,app remote control is horribe,Reviewed in Germany on 12 November 2022,False,1.0,negative,all good and fin but remot controlling vehicl via no feedback phon screen is horribl lego giv us simpl bluetooth remoteor allow via softwar to pair normal controllersth app would mak sens to set it up and settingsfor remot controlling vehicl app on phon is stupod ideaapp remot control is horrib,0.0,en
B08G4293BD,It was a great birthday gift for a 10 years boy. The car is quite big and had a good promotional price.,Great gift for a 10 -12 years boy,Reviewed in Germany 🇩🇪 on 10 November 2022,True,5.0,positive,it great birthday gift for year boy the car is quit big and had good promotional pric great gift for year boy,1.0,en
B08G4293BD,My little nephew was super happy to get it in hand. He built it and sent me photos. Super impressive set. Recommended!,Loved it!,Reviewed in Germany 🇩🇪 on 21 October 2022,True,5.0,positive,my littl nephew sup happy to get it hand he built it and sent me photos sup impressiv set recommended loved it,1.0,en
