asin,text,title,location_and_date,verified,rating,negative or positive
B083XRY7YR,"Mir gefällt der Kalender sehr gut.Die Rätsel sind vom Schwierigkeitsgrad genau richtig. Bei einigen muss man mehr überlegen bei anderen etwas weniger lange.Leider konnte ich aufgrund von 2 Produktionsfehlern 2 Rätsel nicht lösen, obwohl ich den richtigen Lösungsweg hatte.Einmal wurde eine Seitenwand falsch eingesetzt. Das ist mir am 04. aufgefallen, da man dort Bücher an der Wand zählen musste.Heute beim zweiten mal hatte ich statt zwei verschiedenen Rätselkarten zweimal die gleiche.Leider ist mir das bei beiden Rätseln erst nach einiger Zeit aufgefallen, da ich mir bei den Lösungswegen beide Male sicher war.Erst nach einem Blick in die Lösung ist mir der Fehler aufgefallen.Ich hätte die Rätsel gerne ohne Lösung gelöst.Ich hoffe es kommen keine weiteren Fehler mehr.","Gute Rätsel, leider mit Produktionsfehlern",Reviewed in Germany on 15 December 2021,True,4.0,positive
B083XRY7YR,"Ich würde den Kalender an sich auf jeden Fall weiter empfehlen, jedoch definitiv davon abraten diesen liefern zu lassen!!Der Adventskalender ist wirklich schön und liebevoll gestaltet! Die Rätsel sind nicht mega anspruchsvoll aber auch nicht zu leicht - eigentlich genau richtig um sich jeden Tag ein paar Minuten gemeinsam damit zu beschäftigen.Leider war der Kalender beim Versand jedoch nicht optimal eingepackt und wurde scheinbar während der Lieferung etwas eingedrückt. Das Innenleben des Kalenders wurde dadurch ordentlich verformt, was wir leider erst beim öffnen des ersten Türchens fest gestellt haben. Bevor wir richtig beginnen könnten mussten wir erstmal sämtliche Gegenstände der einzelnen Räume neu sortieren, verteilen und vorher noch so gut es ging die Abtrennungen der Räume wieder in Form bringen. Leider ließ sich nicht bei allen Räumen die Grundform wieder vernünftig herstellen was besonders bei einem Rätsel bisher für ordentlich Frustration gesorgt hat, da das Rätsel dadurch fast nicht spielbar war.Da der Kalender an sich wirklich Spaß macht, werden wir vermutlich nächstes Jahr auch wieder einen holen, diesen dann jedoch ""oldschool"" im Laden kaufen 😉",Schöner Adventskalender - Lieferung jedoch mangelhaft,Reviewed in Germany on 14 December 2021,True,3.0,negative
B083XRY7YR,"Die einzelnen Rätsel waren meistens gut und haben Spaß gemacht. Für Fortgeschrittene stellten sie meist kein Problem dar und beschäftigten uns täglich für 3-10 Minuten.Was uns nicht so gut gefiel:- Der Kalender war falsch zusammengebaut, so dass 1/3 der Rätsel nicht lösbar waren ohne den Kalender komplett auseinander zu bauen (und dabei alle Inhalte zu sehen) und mühsam rausfinden, was das jetzt falsch rum drinnen lag. Das darf nicht passieren!- Die Dekodierscheibe ist bei normalen ""EXIT""-Spielen von guter und stabiler Qualität. Das, was hier beiliegt, ist hingegen ein Witz. Die dünnen Papierstreifen verrutschen bei jeder kleinsten Bewegung (und man muss das Ganze ja umdrehen jeden Tag).- Wir fanden die Geschichte etwas lahm. Jeder Tag wird zudem durch einen recht langen Text eingeleitet, der kaum nützliche Informationen enthält und alles etwas in die Lunge zieht.Insgesamt 4 Sterne wert, aber durch die Mängel in der Qualität nur 3 Sterne von uns.","Gute Rätsel, aber Mängel in der Qualität(-ssicherung)",Reviewed in Germany on 4 January 2022,True,3.0,negative
B083XRY7YR,"Ein wichtiger Hinweis: Nichts wegschmeissen. Auch keine zerschnittenen Restteile. Während die meisten Türchen abgeschloßene Rätsel beinhalten, die nur mit dem Inhalt des Türchen und Rätselblock zu lösen sind, kommt kurz vor Schluß ein Rätsel bei dem man all das Material der Vortage benötigt. Einschließlich komplett zerschnittener Papierteilchen, die bei mir zu dem Zeitpunkt leider schon den Weg in die Papiertonne gefunden hatten.Ansonsten schwankt die Qualität der Rätsel aus meiner Sicht recht arg. Von komplett trivialen Aufgaben die sich nicht mal nach einem Rätsel anfühlen. Bis hin zu sehr weit her geholten Lösungen, bei denen einige Alternativen logischer erscheinen.Auch tut sich der Kalender mit den schlecht einsehbaren Türchen selbst keinen Gefallen. Dadurch werden einige Rätsel unnötig uneindeutig. Gerade wenn man entscheiden soll, ob ein Gegenstand in dem düsteren Türchen von einem Anderen gerade noch überdeck wird oder eben nicht mehr.Allem in allem können gerade die Bastelrätsel jüngeren Kindern sicher durchaus Freude bereiten, wenn bei den schwierigeren Rätsel die Eltern mittels der Lösung Tipps geben. Für den erwachsenen Rätselfreund würde ich lieber die Finger von dem Kalender lassen und eher ein richtiges EXIT Spiel spielen.",Als täglicher EXIT Spielersatz eher nicht zu empfehlen.,Reviewed in Germany on 21 December 2021,True,2.0,negative
B083XRY7YR,"War ein Geschenk für meinen Neffen 8 Jahre und selbst mit seinem Vater zusammen, war es sehr kompliziert und mit viel Aufwand verbunden. Wurde nicht zu Ende gespielt und für evtl. später weggelegt.",Leider sehr schwierig für Kinder,Reviewed in Germany on 1 July 2022,True,2.0,negative
B083XRY7YR,"Im Vergleich zu den Exit Spielen fällt der Adventskalender deutlich ab. Die Qualität der Rätsel reicht von anspruchsvoll bis zu Fleißaufgabenniveau (Zählen von Gegenständen). Die Schachtel mit Deckel ist recht unhandlich und macht den Rätselspaß nicht unbedingt größer. Da die Fensterchen schwer einsehbar sind, ist eine Taschenlampe für manche Rätsel nützlich. Zu guter Letzt - es gibt sehr, sehr viel Text zu lesen und die Codetafel sollte man mit Samthandschuhen anfassen, da sich sonst die zu dünnen Papierstreifen darin ständig verschieben. Insgesamt unterhaltsam, da einige gute Rätsel dabei sind, aber einen zweiten Adventskalender werde ich nicht erwerben. 2,5 Sterne",Wer gerne liest und in dunkle Fensterchen guckt...,Reviewed in Germany on 18 October 2021,True,3.0,negative
B083XRY7YR,"Inzwischen haben wir viele verschiedene Spiele und Marken des Exit-/Escape-Room-Phänomens durchprobiert. Ein Adventskalender war bisher nicht dabei, daher waren wir sehr gespannt. Die tolle Grundidee und das ansprechende Design wecken da zunächst mal die Neugier und Lust am Spielen. Leider halten die Rätsel des Kosmos-Adventskalenders leider bei Weitem nicht, was sie versprechen - ein Tatsache, die uns gerade bei der Marke Kosmos schon häufig begegnet ist. Zunächst mal ist die Story, die einen durch den Kalender begleitet ziemlich an den Haaren herbeigezogen und stellenweise auch unlogisch. Man wird halt täglich in einem neuen Raum eingesperrt... aber sei's drum, das nimmt man in Kauf, schließlich soll ja gerätselt werden.Viele der Rätsel leiden aber schlichtweg unter miesem Design. Oft hat man einen Lösungsansatz im Kopf, verfolgt diesen weiter, nur um plötzlich vor mehreren Lösungsmöglichkeiten zu stehen (je nachdem wie man die Anweisungen auslegt oder die Schachtel beim Betrachten hält usw.). Nur die korrekte Lösung (des Spiels) führt aber zum nächsten Türchen. Manchmal lässt einen ein Rätsel Gegenstände zählen, wofür man ALLE bisher besuchten Türchen UND die Schachtel begutachten muss. Das ist einfach nur umständlich und nervt, vor allem wenn man dann etwas übersieht und von vorne anfangen darf. Ein Türchen hatte im Lösungsheft eine definitv falsche Lösung drin (die aber dann als richtig vorausgesetzt wurde). Das häufige Nachschlagen im Lösungsheft nervt einfach - und das liegt hauptsächlich daran, weil man sich verschaukelt fühlt. Man verfolgt einen Lösungsweg, der zu einem falschen Ergebnis führt, nur um dort denselben Lösungsweg präsentiert zu bekommen, der zu einer Alternativlösung führt. Wird der letzte Adventskalender dieser Marke für uns gewesen sein...",Schöne Idee - mangelhafte Ausführung - fürchterliches Rätseldesign!,Reviewed in Germany on 12 December 2020,True,2.0,negative
B083XRY7YR,"Mir gefällt die Exit-Reihe und ich habe auch schon ein paar der Exit-Games gespielt, so dass ich ungefähr wusste was mich hier erwartet. Leider hat sich gezeigt das die Aufmachung als Adventskalender, bzw. die praktische Umsetzung zu Problemen führt. So wird bereits in der Anleiung darauf verwiesen, dass wichtige Teile verrutschen können. In diesem Fall soll jemand der nicht mitspielen will den Kalender öffnen und an Hand einer im Netz zur Verfügung gestellten Packliste neu sortieren. Das mussten wir schon  am ersten Tag in Anspruch nehmen, nur leider war das gesuchte Teil gar nicht vorhanden. Am zweiten Tag das gleiche Problem, wieder fehlte ein Teil und das Rätsel war nicht lösbar. So macht das keinen Spaß und wenn das so weiter geht muss ich noch weitere Sterne abziehen.Ansonsten gefällt mir die Idee die Geschichte um das Rätsel in einzelnen Kapiteln zu erzählen sehr gut, wenn die technische Umsetzung qualitativ genauso hochwertig wäre wie bei den anderen Spielen aus dem gleichen Verlag.",02. Dezember - zum zweiten Mal fehlt ein wesentliches Teil.,Reviewed in Germany on 3 December 2020,True,3.0,negative
B083XRY7YR,"Habe den Kalender verschenkt. Und obwohl die 10 jährige und die Mutter Exit Spiele spielen, war es zu schwer. Sie haben nach 1 Woche aufgegeben.Sie versucht es nächstes Jahr wieder, vielleicht klappt's mit 11.",Für ältere Kinder,Reviewed in Germany on 21 December 2021,True,3.0,negative
B083XRY7YR,Super Adventskalender aber leider sind die Rätsel doch ein wenig zu schwer für Kinder ab 10 Jahren.,Super Adventskalender aber doch eher etwas für Erwachsene,Reviewed in Germany on 21 January 2022,True,3.0,negative
B083XRY7YR,"Zum Verständnis wir lieben Exit Games und letztes Jahr habe ich meinem Partner auch einen anderen EscapeRoom Adventskalender geschenkt, welcher ihm sehr zusagte. Nun geht es aber um diesen.Die Verpackung ist sehr hübsch und die Geschichte ist sehr schön geschrieben. Man hat hier aber weniger Denkaufgaben, wie wir es vom Exitgame gewohnt sind, sondern muss sehr viel Ausschneiden, Falten und dabei sauber arbeiten. Mein Partner hat an diesen Dingen keinen Spaß und war dadurch immer mehr genervt von den Rätseln. Das tat mir sehr leid, ich wollte ihm ja eigentlich eine Freude machen.Mein Fazit ist daher: Für Bastelfreund*innen gut geeignet, für Menschen die mit Köpfchen rätseln möchten eher weniger.  Wobei ich nicht falsch verstanden werden sollte, es sind durchaus ein paar gute Rätsel im Adventskalender, aber es sind leider nur sehr wenige.","Viel zu basteln, wenig zu rätseln",Reviewed in Germany on 3 January 2021,True,3.0,negative
B07WLMV14S,Duplo Steine immer das richtige fürs Spielen.....,Spielzeug für Enkelin...,Reviewed in Germany 🇩🇪 on 26 November 2022,True,5.0,positive
B07WLMV14S,Wurde zum 1. Geburtstag verschenkt und kam gut an. Das Must have im Kinderzimmer.,Der Klassiker als Geschenk,Reviewed in Germany 🇩🇪 on 18 November 2022,True,5.0,positive
B07WLMV14S,Werde ich erst nach dem Auspacken sehen.,Wurde als Geschenk vorgeschlagen,Reviewed in Germany 🇩🇪 on 22 November 2022,True,5.0,positive
B07WLMV14S,Der Klassiker - Lego - perfekt.,Lego,Reviewed in Germany 🇩🇪 on 21 November 2022,True,5.0,positive
B07WLMV14S,Unser kleiner schafft es nicht die Figuren zu zerlegen oder zerbeißen. Kleinteile lösen sich alle nicht und können daher auch nicht verschluckt werden. Duplo ist seit jeher stabil und robust. Auch die Pastellfarben sind gut.,Gewohnt gute Qualität,Reviewed in Germany 🇩🇪 on 30 October 2022,True,5.0,positive
B07WLMV14S,"super Gut, schnell, pünktlich, sehr zufrieden !!!",super gut,Reviewed in Germany 🇩🇪 on 7 November 2022,True,5.0,positive
B07WLMV14S,Bereuen den Kauf nicht. Es ist altersgerecht und bietet langen Spielspass.,Super Spielspass und lange Spieldauer,Reviewed in Germany 🇩🇪 on 3 November 2022,True,5.0,positive
B07WLMV14S,Dein tolles Kinderspiel.,Kinder lieben legos,Reviewed in Germany 🇩🇪 on 27 October 2022,True,5.0,positive
B07WLMV14S,Einfach ein tolles Produkt für Groß und Klein,Super Bausteine zum Zusammen Bauen einfach handgehabt für Kinder,Reviewed in Germany 🇩🇪 on 19 October 2022,True,5.0,positive
B07WLMV14S,Very good quality. Lots of colours. Box is realy practical both for storing and playing. My 2 year old realy loves it 🥰,Super birthday gift,Reviewed in Germany 🇩🇪 on 7 October 2022,True,5.0,positive
B099HKDDVD,"Wir haben lange überlegt ob und ab wann unser Sohn ein Tablet bekommen soll. Mit 3,5 Jahren passt er genau in das Alter vom Fire 7 Kids-Tablet und seine Freunde in der Kita mit 4 bzw. 5 Jahren haben bereits ebenfalls schon seit längerem so ein Tablet.Ab und an darf er ein paar Kinderserien und Kinderspiele auf dem iPad von uns schauen und spielen aber trotz Schutzhülle haben wir dabei doch immer ein ungutes Gefühl.Nun haben wir uns für dieses Fire 7 Kids-Tablet entschieden und die Hauptgründe waren folgende:▪️ die kindgerechte Hülle schützt auch vor Stürzen und ist sehr gut greifbar▪️die Größe vom 7er ist für die kleinen Hände gut geeignet und in ein paar Jahren gibt es dann das 10er▪️ Amazon Kids+ (für 1 Jahr inbegriffen und wir werden es danach vermutlich verlängern) gewährt den Zugang zu vielen Inhalten, welche einzeln jede Menge Geld kosten▪️ keine Ablenkung durch soziale Medien, YouTube oder Alexa und keine Werbung▪️klare Zielsetzung und Filtermöglichkeiten▪️ das 2 Jahre Sorglos-Paket hat uns einfach überzeugt: fällt es herunter und geht kaputt, wird es kostenlos ersetzt‼️ Das einfach so kostenlos Ersetzen wollte ich erst gar nicht glauben. Ich habe befreundete Eltern gefragt und diese hatten den Fall sogar schon mehrfach und hatten innerhalb kürzester Zeit ein neues Kids-Tablet und das ganz ohne Probleme.► 📦 Fire 7 Kids oder Fire 7 Kids Pro? 📦Natürlich ist uns nicht entgangen, dass es auch noch das Fire 7 Kids Pro gibt. Allerdings ist dies die alte Version und hat nur 1 GB RAM und auch nur 1,3 GHz wohingegen das neue Fire 7 Kids 2 GB RAM und 2 GHz hat. Des Weiteren ist das Pro für Kinder ab dem Grundschulalter und die Schutzhülle schützt weniger. Somit war der Pro Gedanke sofort ausgeschlossen.►🚦 Vorteile und Nachteile 🚦✅ 30% schnellere CPU als der Vorgänger✅ doppelter Arbeitsspeicher als der Vorgänger✅ mit microSD Card erweiterbar bis auf 1 TB✅ bis zu 10h Akkulaufzeit bei gemischter Benutzung✅ 1 Jahr Amazon Kids+ imbegriffen✅ 2 Jahre Sorglos Garantie (Ersatz bei Defekt oder Beschädigung)✅ USB-C Anschluss✅ 3,5mm Audioklinkenanschluss (ideal für Kinderkopfhörer mit Lautstärkenbeschränkung)🟡 Auflösung und Kameraqualität nicht besonders gut🟡 durch die Schutzhülle schwerer als herkömmliche Tablets❌ keine WiFi 6 Unterstützung❌ nur 5W Netzteil und somit benötigt es 4 Stunden für eine vollständige Ladung❌ 7 GB vom Speicherplatz muss man pauschal für das System abziehen (bei 16GB nur noch 9,5 GB nutzbar und bei 32GB nur noch 25GB nutzbar)► 👉 Amazon Kids+ ☝️Amazon Kids+ kostet normalerweise 4,99 € pro Monat und man bekommt somit theoretisch knapp 60 € geschenkt bzw. wenn man den einen Gratismonat abzieht immerhin noch 55 €.Amazon Kids+ ist eine Bibliothek mit Tausenden beliebten und kindgerechten Büchern, Audible Hörbüchern und Hörspielen, Filmen, Spielen, TV-Serien und pädagogisch wertvollen Lern-Apps in nur einer Mitgliedschaft.Als Eltern haben Sie die volle Kontrolle dank der benutzerfreundlichen Kindersicherung. Sie können zum Beispiel Bildschirmzeiten beschränken, Lernziele festlegen, und Inhalte altersgerecht filtern, hinzufügen und entfernen. Der Amazon Kids-Webbrowser ermöglicht zudem ein kindersicheres Surfen im Internet, auch für die ganz Kleinen.Für uns persönlich ist Amazon Kids+ die eierlegende Wollmilchsau für Kinder. Alles an einem Ort und das sehr übersichtlich gestaltet.➡️ FazitUm meine initiale Frage aufzugreifen: ""Das beste Einstiegstablet für Kinder?""Ja für ein Alter ab 3 bis maximal 5 - je nach Entwicklungsstand des Kindes. Für ältere Kinder ist die 10er Variante natürlich deutlich interessanter da diese auch schon größer sind.Durch die Nutzung des Amazon Trade-In Programms und die Einberechnung der Kids+ Mitgliedschaft UND dem 2. Jahre Sorglos Austauschservice ist das Kids Tablet für uns persönlich einfach das beste Kindertablet und Preis-Leistungstechnisch einfach Spitze.Ein paar kleine Abstriche muss man natürlich technisch machen, aber dem Kind wird die fehlende WiFi 6 Unterstützung oder das langsame 5W Netzteil garantiert nicht auffallen.Für 10 Euro mehr eine Speicherverdoppelung zu bekommen ist übrigens sehr fair und da kenne ich ganz andere Anbieter, welche dafür deutlich mehr verlangen..Kaufempfehlung? 👍Ich hoffe das ich Ihnen mit meiner Rezension ein wenig behilflich sein konnte. Vielen Dank!",► Das beste Einstiegstablet für Kinder?,Reviewed in Germany on 29 June 2022,True,5.0,positive
B099HKDDVD,"Das Tablet macht einen robusten Eindruck und passt trotzdem gut in kleine Hände.Ich finde es toll, dass man die Inhalte genau auswählen und auf das Alter des Kindes begrenzen kann. Wir nutzen es hauptsächlich auf Reisen und es hat uns den ein oder anderen Stau angenehmer gemacht.",Super,Reviewed in Germany on 20 November 2022,True,5.0,positive
B099HKDDVD,Gut,Sehr gut für Kinder,Reviewed in Germany on 21 November 2022,True,5.0,positive
B099HKDDVD,Was soll man sagen es funktioniert dem Kind gefällt's.,Dem Kind gefällt's.,Reviewed in Germany on 1 November 2022,True,5.0,positive
B099HKDDVD,"Haben für den großen Bruder bereits das Fire HD 8, was sehr beliebt ist und oft genutzt wird. Nun wollte der Kleine sein eigenes, welches auch altersentsprechender ist. Meine Kinder lieben es und es lässt sich alles einstellen, was erlaubt ist.",Sehr beliebt!,Reviewed in Germany on 5 October 2022,True,5.0,positive
B099HKDDVD,Das Tablet ist für meine Tochter sie lernt und spielt jetzt viel damit,Ist sehr Bedienungs freundlich,Reviewed in Germany on 25 October 2022,True,5.0,positive
B099HKDDVD,Die Kinder können nur das Amazon Kids nutzen,Für Kinder top,Reviewed in Germany on 26 September 2022,True,5.0,positive
B099HKDDVD,Einfache Bedienung-sehr robust,Altersgerecht,Reviewed in Germany on 29 August 2022,True,5.0,positive
B099HKDDVD,"Mein 3,5 jähriger Enkel ist begeistert von dem Tablett. Es ist robust und leicht bedienbar.",Tolles Teil,Reviewed in Germany on 18 November 2022,True,5.0,positive
B099HKDDVD,"Bisher hat unser Sohn immer an einem iPad Videos geguckt oder Spiele gespielt.Da er gerne Serien von YT Kids guckt, dort aber auch viel Unbrauchbares vorhanden ist, wollten wir mal das Fire Tablet testen.Aber schon nach kurzer Einsatzzeit macht sich auch hier - wie in vielen Android-/iOS-Apps - eine sehr rudimentäre Kindersicherung negativ bemerkbar. Und genau die Kindersicherung bekommt man aus unserer Sicht mit YT Kids am besten hin.Punkt 1: man kann kein individuelles Zeitlimit einstellen. 2 Minuten, 10 Minuten, 20 Minuten?Geht alles nicht, nur 15-Minuten Schritte sind möglich. Wenn aber ein Video noch 2 Minuten läuft, möchte ich nicht nochmal 15 Minuten freigeben.Unser Sohn mag Videos sehr gerne zu Ende gucken - er schaltet das das Tablet dann auch selbst aus und legt es zur Seite. Aber wehe, während des Videos geht der Bildschirm aus. Und wenn am Ende des aktuellen Videos noch Zeit übrig ist, läuft natürlich das nächste Video gleich los.Punkt 2: die Zeit verlängern ist mühsam. Ich kann nicht einfach nach bspw. 15 Minuten schnell und einfach weitere 15 Minuten freigeben. Nein, ich muss runterwischen, nochmal runterwischen, Einstellungen antippen, PIN eingeben, Zeitlimits auswählen, runterscrollen (dabei ständig aus versehen die App spezifischen Zeitlimits antippen), auf die nächsten 15 Minuten erhöhen. Und am nächsten Tag darf man nicht vergessen, dass ständig erhöhte Limit wieder auf 15 Minuten zu reduzieren.Bei YT Kids stelle ich auf die Minute genau ein bspw. wie lange das aktuelle Video noch läuft. Oder ich tippe bei einer Sperre auf das Schlosssymbol, gebe die PIN ein und setze die neue Zeit - wieder Minuten genau. Am nächsten Tag ist das Tablet automatisch gesperrt und ich gebe wieder x Minuten frei.Punkt 3: ich kann generell nur mit Zeitlimits arbeiten. Wieso kann ich nicht sagen, dass aktuelle Video kann noch zu Ende geguckt werden, und dann ist Schluss (das hab ich übrigens noch in keiner App gesehen).Für uns ist daher das iPad mit YT Kids für Videos wieder die erste Wahl. Video- und Spiele-Apps gibt es für iOS zur Genüge.(natürlich muss man dazu sagen, dass wir das iPad sowieso schon hatten - nur als Kindertablet hätten wir es kaum gekauft)Ansonsten ist das Gerät aber sehr gut verarbeitet und tadellos zu verwenden. Für Kinderhände ist es nicht zu schwer und die Größe ist ideal. Die dicke Schutzhülle schützt vor Stürzen. Leider lässt sich der Ständer nur in einer ~80°-Position fixieren.Wenn unser Sohn älter ist und auch Bücher u.ä. nutzt und das mit der Kindersicherung evtl. von selbst klappt, dann werden wir wieder ein Blick auf einer Fire Tablet werfen.",Kindersicherung unausgereift und mühsam einzustellen,Reviewed in Germany 🇩🇪 on 5 July 2022,True,3.0,negative
B099HKDDVD,"Beim Kauf des Gerätes wird damit geworben, das man ein Jahr eine Kids Mitgliedschaft erhält.Wir haben bereits ein Gerät mit einer Mitgliedschaft, deshalb habe ich mich vor dem Kauf extra erkundigt, ob die bestehende Mitgliedschaft sich dann um 12 Monate verlängert.Die Antwort war Ja. Leider musste ich nach Erhalt des Tablets feststellen, dass die Mitgliedschaft nicht verlängert wurde. Sondern eine weitere Mitglieder angelegt wurde. Auf Nachfrage beim Support kam heraus, dass die Gratis Mitgliedschaft an das Gerät gekoppelt ist.Daher müsste ich für das ältere Abo bereits zahlen obwohl das Abo des neuen Tablets noch läuft.Da sich beide Verträge um 6 Monat überschneiden, muss ich jetzt 6 Monate zusätzlich zahlen, damit ich beide Geräte nutzen kann.Das müsste klarer kommunizieren werden, dass es nicht um eine ""echte"" Amazon Kids Mitgliedschaft handelt sondern eher um eine light Version.Sollte sich an der Sachlage etwas ändern, bin ich gerne Bereit, die Bewertung zu ändern.Ansonsten ärgert es mich, dass ich für 2 Kinder und zwei Tablets, jeweils 2 Verträge brauche. Zumindest, bis ich bezahle, dann darf man (laut Aussage des Support) nämlich die Mitgliedschaft auf mehreren Geräten nutzen.",Die enthaltene Kids Mitgliedschaft ist leider nur für 1 Gerät,Reviewed in Germany 🇩🇪 on 29 November 2022,True,1.0,negative
B099HKDDVD,"Manchmal funktioniert es langsam, ich hatte erwartet, dass es besser ist",Preisleistung ist gut,Reviewed in Germany 🇩🇪 on 30 November 2022,True,3.0,negative
B099HKDDVD,"Von der Größe her ist es für unsere Kinder (3 und 4 Jahre alt) super, jedoch ist es oft abgestürzt innerhalb der Apps.Wir haben uns dann für das 8er entschieden, das ist etwas größer und somit für die kleinen etwas unhandlicher (im Vergleich!) aber trotzdem top.Dazu war das 8er auch imAngebot, sodass es die Hälfte des 7er gekostet hat.Die Hülle ist klasse, falls die kleinen es doch mal fallen lassen.Das Einrichten ging flott, die Apps waren schnell heruntergeladen.",Ist okay.,Reviewed in Germany 🇩🇪 on 29 July 2022,True,3.0,negative
B099HKDDVD,"Ich schwanke gerade zwischen stolz und ängstlich. Mein 6-jähriges Kind hat es ohne Lese-Kenntnisse und nur durch rumprobieren geschafft, die Amazon-Kids-Zeitbeschränkung teilweise zu umgehen, indem es1.  die System-Screenshot-Funktion nutzt um einen Screenshot des Sperrbildschirms zu erstellen und diesen2.  per “share” an eine Mal-App zu übergeben, die3.  dann einfach beliebige Ausmalbilder malen lässt.Dazu kommt, dass der App-Switcher (das Viereck) auch während das Gerät gesperrt sein sollte, funktioniert und auch außerhalb der Zeiten erlaubt., zurück in noch nicht geschlossene Apps zu wechseln.Wie gesagt, das hat mein Kind innerhalb einer Stunde gecheckt. Hier sollte dringend nachgebessert werden...","Mein Kind (6j, kann noch nicht lesen), kann die Zeitsperre umgehen...",Reviewed in Germany 🇩🇪 on 17 October 2022,True,2.0,negative
B099HKDDVD,"Hallo,Leider muss ich mich ein wenig über dass Tablett Ärger.Der WLAN Empfang ist Grotten schlecht. Alle anderen Geräte der Apfel Marke funktionieren ohne Auffälligkeiten. Nur das Fire Tablett hat ständig Aussetzer. Im WLAN Bereich und bei den Apps auch . Bin damit sehr unzufrieden.",Schlechter WLAN Empfang,Reviewed in Germany 🇩🇪 on 23 October 2022,True,2.0,negative
B099HKDDVD,meine kleine kann nicht viel damit anfangen,tablett,Reviewed in Germany 🇩🇪 on 18 July 2022,True,3.0,negative
B00J2WA0TI,Wir haben es für unsere Tochter gekauft was sie Weihnachten bekommen wird .Ich hab das set bestellt von der Stadt und dem Raben. Stadt ist tatsächlich auch bei uns schon mit leichten „Kratzern“Versehen wohingegen das Rabe noch nichts hat..Hab mir die anderen Rezessionen angesehen und hab es mit einem mulmigen Gefühl bestellt. Später in kompletter Nutzung wird es definitiv zerkratzen da der Stift nicht ausreichend verfilzt ist.  Ob Magnete alle funktionieren hab ich ehrlich gesagt noch nicht getestet. Aber ich wollte gegen das kratzen vllt mit Frischhaltefolie gegen wirken wenn man sie spannt. Hoffe mal es klappt. Aber sonst macht es einen guten Eindruck,Gut aber zerkratzen wird es,Reviewed in Germany 🇩🇪 on 23 November 2022,True,4.0,positive
B00J2WA0TI,Dieses Spiel soll ein Geschenk zu Weihnachten sein.Aber der erste Eindruck ist schon sehr gut.,Magnetspiel,Reviewed in Germany 🇩🇪 on 17 November 2022,True,5.0,positive
B00J2WA0TI,alles ok,alles ok,Reviewed in Germany 🇩🇪 on 25 November 2022,True,5.0,positive
B00J2WA0TI,"Das Spiel hat unser jüngster zum 2. Geburtstag bekommen aber auch die älteren probieren es gerne immer mal wieder aus. Es trainiert die Feinmotorik und das logische Denken, ich würde es definitiv weiterempfehlen.",Sehr schönes Spiel in guter Qualität,Reviewed in Germany 🇩🇪 on 4 November 2022,True,5.0,positive
B00J2WA0TI,Mein 2 Jähriger ist super happy damit. Wir haben es für eine längere Autofahrt genutzt und es hat super geklappt.,Super,Reviewed in Germany 🇩🇪 on 9 November 2022,True,5.0,positive
B00J2WA0TI,"Tolles Lernspiel aus Holz. Gut verarbeitet und schön bunt, lediglich die Plexiglasoberfläche ist etwas zu empfindlich und zerkratzt schnell.Auch für unterwegs im Auto oder Flugzeug - nimmt nicht zu viel Platz weg.","Schönes Lernspiel - Motorik und Geschicklichkeit, auch für unterwegs",Reviewed in Germany 🇩🇪 on 31 October 2022,True,4.0,positive
B00J2WA0TI,"Habe das Spiel als Geschenk gekauft, kam sehr gut an .",Tolles Lernspiel,Reviewed in Germany 🇩🇪 on 26 October 2022,True,4.0,positive
B00J2WA0TI,"Habe es meinem Neffen zum 2 Geburtstag 🎂 geschenkt … kam wirklich super an .. Super für die Motorik .. nur zu empfehlen … allerdings fand ich dafür das damit nur ein Mittag gespielt wurde, ist die Oberfläche sehr verkratzt … Fazit .. Super Geschenk .. nur etwas empfindlich …","Super Geschenk zum 2 Geburtstag , etwas empfindlich…",Reviewed in Germany 🇩🇪 on 26 September 2022,True,5.0,positive
B00J2WA0TI,Super Motorik spiel,Tolles geschenk,Reviewed in Germany 🇩🇪 on 19 October 2022,True,4.0,positive
B00J2WA0TI,"Ich habe das Magnetspiel für einen 2-jährigen verschenkt…. Es kam super an. Durch die Magnete und die Kugeln wird die Motorik gefördert, sowie auch die Geduld. 😉 Selbst die Eltern hatten Spaß dabei. Es ist robust und handlich, also auch für unterwegs geeignet.Einfach super.",Tolles Geschenk,Reviewed in Germany 🇩🇪 on 10 September 2022,True,5.0,positive
B00J2WA0TI,Die Schnur am Magnetstift ist etwas zu kurz und leider ist die Plexiglas Platte bereits nach einmaliger Benutzung deutlich zerkratzt.,Sehr empfindlich,Reviewed in Germany on 12 November 2022,True,3.0,negative
B00J2WA0TI,Geht so. Man hat nicht viele Möglichkeiten. Wird schnell langweilig,Wird schnell langweilig,Reviewed in Germany on 21 September 2022,True,3.0,negative
B00J2WA0TI,"Ein eh nettes Produkt. Leider hält das Mag et den Ball nicht so gut, wodurch es für Kleinkinder frustrierend wird.",Nicht ganz so toll,Reviewed in Germany on 10 August 2022,True,3.0,negative
B00J2WA0TI,"Im Grunde finde ich das Spiel total schön. Leider wurde unseres nicht ordentlich gearbeitet, so dass die Kügelchen an bestimmten Stellen stecken bleiben und sich nicht mehr bewegen lassen.",Nicht ordentlich gearbeitet,Reviewed in Germany on 22 September 2022,True,2.0,negative
